id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
2034	Standard Armenian		40	45	Armenian	Armenic	Indo-European	Standard Armenian	Armenian	#fff5ee									nucl1235	#dbcfeb	#fff5ee	07.02.2022
2020	Nidzh	Нидж	40,94	47,66833	Udi	Lezgic	East Caucasian		Udi	Nizh	Ниджский							Nizh	udii1243	#004d00	#00cc66	07.02.2023
2036	Standard Azerbaijani		40,977675	46,4736975	Azerbaijani	Oghuz	Turkic	Standard Azerbaijani	Azerbaijani	#cccccc									nort2697	#cccccc	#cccccc	07.02.2024
2021	Oguz	Огуз	41,07083	47,45833	Udi	Lezgic	East Caucasian		Udi	Vartashen	Варташенский							Vartashen	udii1243	#004d00	#00cc66	07.02.2025
1493	Khaput	Хапут	41,142778	48,194444	Kryz	Lezgic	East Caucasian		Kryz	Khaput	Хапутлинский							Khaput	kryt1240	#009933	#00cc66	07.02.2026
1494	Alyk	Алык	41,1775	48,23694	Kryz	Lezgic	East Caucasian		Kryz	Alik	Аликский							Alik	kryt1240	#009933	#00cc66	07.02.2027
1491	Khynalyg	Хыналыг	41,17778	48,12694	Khinalug	Khinalug	East Caucasian		Khinalug	Khinalug	Хиналугский							Khinalug	khin1240	#cccc00	#cccc00	07.02.2028
612	Budug	Будуг	41,18611	48,36861	Budukh	Lezgic	East Caucasian		Budukh									Budukh	budu1248	#006600	#00cc66	07.02.2029
1495	Dzhek	Джек	41,19694	48,24167	Kryz	Lezgic	East Caucasian		Kryz	Dzhek	Джекский							Dzhek	kryt1240	#009933	#00cc66	07.02.2030
1496	Yergyudzh	Йергюдж	41,209167	48,283056	Kryz	Lezgic	East Caucasian		Kryz									Yergyudzh	kryt1240	#009933	#00cc66	07.02.2031
1497	Kryz	Крыз	41,21556	48,24667	Kryz	Lezgic	East Caucasian		Kryz	Kryz Proper	Крызский							Kryz	kryt1240	#009933	#00cc66	07.02.2032
1498	Kryz-Dekhne	Крыз-Дехне	41,234681	48,304612	Kryz	Lezgic	East Caucasian		Kryz	Kryz Proper	Крызский							Kryz-Dekhne	kryt1240	#009933	#00cc66	07.02.2033
1771	Kurush	Куруш	41,28083	47,83	Lezgian	Lezgic	East Caucasian		Lezgian	Samur	Самурский	Kurush	Курушский					Kurush	lezg1247	#00cc00	#00cc66	07.02.2034
1626	Fiy	Фий	41,289126	47,564416	Lezgian	Lezgic	East Caucasian		Lezgian	Samur	Самурский	Fiy	Фийский					Fiy	lezg1247	#00cc00	#00cc66	07.02.2035
1627	Gdym	Гдым	41,30884	47,4668	Lezgian	Lezgic	East Caucasian		Lezgian	Samur	Самурский	Fiy	Фийский					Gdym	lezg1247	#00cc00	#00cc66	07.02.2021
1628	Tekipirkent	Текипиркент	41,34201	47,88615	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский							Tekipirkent	lezg1247	#00cc00	#00cc66	07.02.2021
1629	Ukhul	Ухул	41,35303	47,74081	Lezgian	Lezgic	East Caucasian		Lezgian									Ukhul	lezg1247	#00cc00	#00cc66	07.02.2021
1630	Kaladzhukh	Каладжух	41,366176	47,908075	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Akhty	Ахтынский					Kaladzhukh	lezg1247	#00cc00	#00cc66	07.02.2021
1631	Mikrakh	Микрах	41,37481	47,882489	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Akhty	Ахтынский					Mikrakh	lezg1247	#00cc00	#00cc66	07.02.2021
2027	Alibeglo	Алибегло	41,378056	46,821944	Georgian	Georgic	Kartvelian		Georgian	Ingiloy	Ингилойский							Alibeglo	nucl1302	#fff5ee	black	07.02.2021
1840	Khnov	Хнов	41,378607	47,443605	Rutul	Lezgic	East Caucasian		Rutul	Borch-Khnov	Борчинско-хиновский							Khnov	rutu1240	#009900	#00cc66	07.02.2021
1632	Kiler	Килер	41,37989	47,90199	Lezgian	Lezgic	East Caucasian		Lezgian									Kiler	lezg1247	#00cc00	#00cc66	07.02.2021
1633	Smugul	Смугул	41,381678	47,633713	Lezgian	Lezgic	East Caucasian		Lezgian									Smugul	lezg1247	#00cc00	#00cc66	07.02.2021
1634	Kerimkhanar	Керимханар	41,38344	47,90279	Lezgian	Lezgic	East Caucasian		Lezgian									Kerimkhanar	lezg1247	#00cc00	#00cc66	07.02.2021
1635	Gandurar	Гандурар	41,38569	47,90811	Lezgian	Lezgic	East Caucasian		Lezgian									Gandurar	lezg1247	#00cc00	#00cc66	07.02.2021
1636	Esetar	Эсетар	41,38995	47,91008	Lezgian	Lezgic	East Caucasian		Lezgian									Esetar	lezg1247	#00cc00	#00cc66	07.02.2021
1637	Midzhakh	Миджах	41,395434	47,6411	Lezgian	Lezgic	East Caucasian		Lezgian									Midzhakh	lezg1247	#00cc00	#00cc66	07.02.2021
1638	Demirar	Демирар	41,400895	47,908161	Lezgian	Lezgic	East Caucasian		Lezgian									Demirar	lezg1247	#00cc00	#00cc66	07.02.2021
1639	Chuvalar	Чувалар	41,40603	47,9094	Lezgian	Lezgic	East Caucasian		Lezgian									Chuvalar	lezg1247	#00cc00	#00cc66	07.02.2021
2029	Meshabash	Мешабаш	41,408889	46,874444	Georgian	Georgic	Kartvelian		Georgian	Ingiloy	Ингилойский							Meshabash	nucl1302	#fff5ee	black	07.02.2021
1640	Karakyure	Каракюре	41,417413	47,962618	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Akhty	Ахтынский					Karakyure	lezg1247	#00cc00	#00cc66	07.02.2021
2026	Qax	Гах	41,41944	46,91806	Azerbaijani	Oghuz	Turkic		Azerbaijani									Qax	nort2697	#cccccc	#cccccc	07.02.2021
1641	Dzhaba	Джаба	41,424175	47,775397	Lezgian	Lezgic	East Caucasian		Lezgian									Dzhaba	lezg1247	#00cc00	#00cc66	07.02.2021
1642	Miskindzha	Мискинджа	41,4242	47,8428	Lezgian	Lezgic	East Caucasian		Lezgian									Miskindzha	lezg1247	#00cc00	#00cc66	07.02.2021
1643	Usukhchay	Усухчай	41,424736	47,922987	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Akhty	Ахтынский					Usukhchay	lezg1247	#00cc00	#00cc66	07.02.2021
1644	Kurukal	Курукал	41,43333	47,6875	Lezgian	Lezgic	East Caucasian		Lezgian									Kurukal	lezg1247	#00cc00	#00cc66	07.02.2021
1645	Novoe Karakyure	Новое Каракюре	41,439123	47,948062	Lezgian	Lezgic	East Caucasian		Lezgian									Novoe Karakyure	lezg1247	#00cc00	#00cc66	07.02.2021
2025	Qum	Кум	41,4550912	46,9013871	Tsakhur	Lezgic	East Caucasian		Tsakhur									Qum	tsak1249	#669900	#00cc66	07.02.2021
1646	Gdynk	Гдынк	41,457263	47,657293	Lezgian	Lezgic	East Caucasian		Lezgian									Gdynk	lezg1247	#00cc00	#00cc66	07.02.2021
1647	Akhty	Ахты	41,45904	47,746695	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Akhty	Ахтынский					Akhty	lezg1247	#00cc00	#00cc66	07.02.2021
2028	Ilisu	Илису	41,46694	47,05917	Azerbaijani	Oghuz	Turkic		Azerbaijani									Ilisu	nort2697	#cccccc	#cccccc	07.02.2021
1648	Kaluk	Калук	41,47193	47,65696	Lezgian	Lezgic	East Caucasian		Lezgian									Kaluk	lezg1247	#00cc00	#00cc66	07.02.2021
1649	Khkem	Хкем	41,4723	47,76363	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Akhty	Ахтынский					Khkem	lezg1247	#00cc00	#00cc66	07.02.2021
1650	Maka-Kazmalyar	Мака-Казмаляр	41,475347	48,017994	Lezgian	Lezgic	East Caucasian		Lezgian									Maka-Kazmalyar	lezg1247	#00cc00	#00cc66	07.02.2021
1651	Kaka	Кака	41,478513	47,636857	Lezgian	Lezgic	East Caucasian		Lezgian	Kyurin	Кюринский	Akhty	Ахтынский					Kaka	lezg1247	#00cc00	#00cc66	07.02.2021
1652	Garakh	Гарах	41,48148	48,04608	Lezgian	Lezgic	East Caucasian		Lezgian									Garakh	lezg1247	#00cc00	#00cc66	07.02.2021
1653	Lutkun	Луткун	41,4844	47,6861	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Akhty	Ахтынский					Lutkun	lezg1247	#00cc00	#00cc66	07.02.2021
1654	Khryug	Хрюг	41,4892	47,6044	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Akhty	Ахтынский					Khryug	lezg1247	#00cc00	#00cc66	07.02.2021
1655	Zrykh	Зрых	41,49105	47,564736	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Akhty	Ахтынский					Zrykh	lezg1247	#00cc00	#00cc66	07.02.2021
1656	Khlyut	Хлют	41,496274	47,533824	Lezgian	Lezgic	East Caucasian		Lezgian									Khlyut	lezg1247	#00cc00	#00cc66	07.02.2021
1657	Bakhtsug	Бахцуг	41,50975	47,95065	Lezgian	Lezgic	East Caucasian		Lezgian									Bakhtsug	lezg1247	#00cc00	#00cc66	07.02.2021
2043	Standard Lezgian		41,51572	47,89507	Lezgian	Lezgic	East Caucasian	Standard Lezgian	Lezgian	#00cc66									lezg1247	#00cc00	#00cc66	07.02.2021
1658	Mugergan	Мугерган	41,519797	48,175977	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский							Mugergan	lezg1247	#00cc00	#00cc66	07.02.2021
1659	Kochkhyur (Kuchkhyur)	Кочхюр (Кучхюр)	41,5225	47,86562	Lezgian	Lezgic	East Caucasian		Lezgian									Kochkhyur (Kuchkhyur)	lezg1247	#00cc00	#00cc66	07.02.2021
1660	Akhnig	Ахниг	41,5232	47,99481	Lezgian	Lezgic	East Caucasian		Lezgian									Akhnig	lezg1247	#00cc00	#00cc66	07.02.2021
1661	Lakun	Лакун	41,52402	47,53252	Lezgian	Lezgic	East Caucasian		Lezgian									Lakun	lezg1247	#00cc00	#00cc66	07.02.2021
1841	Kiche	Киче	41,53146	47,48171	Rutul	Lezgic	East Caucasian		Rutul	Mukhad	Мухадский							Kiche	rutu1240	#009900	#00cc66	07.02.2021
1662	Yalak	Ялак	41,532245	47,605391	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Akhty	Ахтынский					Yalak	lezg1247	#00cc00	#00cc66	07.02.2021
1842	Rutul	Рутул	41,5342	47,4269	Rutul	Lezgic	East Caucasian		Rutul	Mukhad	Мухадский							Rutul	rutu1240	#009900	#00cc66	07.02.2021
1663	Kirka	Кирка	41,5369	48,1894	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский							Kirka	lezg1247	#00cc00	#00cc66	07.02.2021
1664	'Khorel'''	Хорель	41,53763	48,20011	Lezgian	Lezgic	East Caucasian		Lezgian									'Khorel'''	lezg1247	#00cc00	#00cc66	07.02.2021
65	Həsənbinə	Гасанбина	41,543056	46,480278	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Həsənbinə	avar1256	#009999	#009999	07.02.2021
1665	Kutul	Кутул	41,54576	47,9666	Lezgian	Lezgic	East Caucasian		Lezgian									Kutul	lezg1247	#00cc00	#00cc66	07.02.2021
66	Aşağı Çardaxlar	Ашага Чардахлар	41,5458116	46,3375424	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Aşağı Çardaxlar	avar1256	#009999	#009999	07.02.2021
593	Bertala	Бертала	41,548748	46,444793	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Bertala	avar1256	#009999	#009999	07.02.2021
1666	'Dzhepel'''	Джепель	41,54977	48,21947	Lezgian	Lezgic	East Caucasian		Lezgian									'Dzhepel'''	lezg1247	#00cc00	#00cc66	07.02.2021
1667	Igrakh	Играх	41,5525	47,52831	Lezgian	Lezgic	East Caucasian		Lezgian									Igrakh	lezg1247	#00cc00	#00cc66	07.02.2021
67	Danaçı	Даначы	41,5539955	46,3888687	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Danaçı	avar1256	#009999	#009999	07.02.2021
1668	Shtul	Штул	41,554702	47,919293	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Kurakh	Курахский					Shtul	lezg1247	#00cc00	#00cc66	07.02.2021
1669	Khyurekhyur	Хюрехюр	41,5591	47,7417	Lezgian	Lezgic	East Caucasian		Lezgian									Khyurekhyur	lezg1247	#00cc00	#00cc66	07.02.2021
1670	Kabir	Кабир	41,5592	48,0444	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский							Kabir	lezg1247	#00cc00	#00cc66	07.02.2021
1671	'Gil''yar'	Гильяр	41,559978	48,256089	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	'Gil''yar'	Гильярский					'Gil''yar'	lezg1247	#00cc00	#00cc66	07.02.2021
1672	Ikra	Икра	41,5633	48,0094	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский							Ikra	lezg1247	#00cc00	#00cc66	07.02.2021
68	Yolayrıc	Йолайрыч	41,563889	46,486389	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Yolayrıc	avar1256	#009999	#009999	07.02.2021
1843	Kufa	Куфа	41,564115	47,376937	Rutul	Lezgic	East Caucasian		Rutul	Mukhad	Мухадский							Kufa	rutu1240	#009900	#00cc66	07.02.2021
1673	Zukhrabkent	Зухрабкент	41,56687	48,1529	Lezgian	Lezgic	East Caucasian		Lezgian									Zukhrabkent	lezg1247	#00cc00	#00cc66	07.02.2021
69	Vöhtala	Войтала	41,57	46,517222	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Vöhtala	avar1256	#009999	#009999	07.02.2021
1674	Kuysun	Куйсун	41,57303	48,28712	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Gyuney	Гюнейский					Kuysun	lezg1247	#00cc00	#00cc66	07.02.2021
70	Höytala	Гойтала	41,580278	46,493333	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Höytala	avar1256	#009999	#009999	07.02.2021
1961	Kurdul	Курдул	41,581424	47,177309	Tsakhur	Lezgic	East Caucasian		Tsakhur	'Gel''mets-Mikik'	Гельмецко-микикский	'Gel''mets'	Гельмецкий					Kurdul	tsak1249	#669900	#00cc66	07.02.2021
1675	Iche	Иче	41,58146	47,509933	Lezgian	Lezgic	East Caucasian		Lezgian									Iche	lezg1247	#00cc00	#00cc66	07.02.2021
1844	Khnyukh	Хнюх	41,58289	47,43299	Rutul	Lezgic	East Caucasian		Rutul	Mukhad	Мухадский							Khnyukh	rutu1240	#009900	#00cc66	07.02.2021
1676	Tatarkhankent	Татарханкент	41,58361	48,09608	Lezgian	Lezgic	East Caucasian		Lezgian									Tatarkhankent	lezg1247	#00cc00	#00cc66	07.02.2021
1677	Khtun	Хтун	41,58408	48,1739	Lezgian	Lezgic	East Caucasian		Lezgian									Khtun	lezg1247	#00cc00	#00cc66	07.02.2021
1678	Kurakh	Курах	41,5842	47,7842	Lezgian	Lezgic	East Caucasian		Lezgian									Kurakh	lezg1247	#00cc00	#00cc66	07.02.2021
1679	Ptikent	Птикент	41,58452	48,10959	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Gyuney	Гюнейский					Ptikent	lezg1247	#00cc00	#00cc66	07.02.2021
71	Yuxarı Çardaxlar	Юхары Чардахлар	41,5847495	46,7100901	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Yuxarı Çardaxlar	avar1256	#009999	#009999	07.02.2021
1680	Saytarkent	Сайтаркент	41,58508	48,12701	Lezgian	Lezgic	East Caucasian		Lezgian									Saytarkent	lezg1247	#00cc00	#00cc66	07.02.2021
72	Maqov	Маков	41,590556	46,493889	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Maqov	avar1256	#009999	#009999	07.02.2021
1681	Piperkent	Пиперкент	41,59186	48,14726	Lezgian	Lezgic	East Caucasian		Lezgian									Piperkent	lezg1247	#00cc00	#00cc66	07.02.2021
1682	Ashakent	Ашакент	41,59479	47,87241	Lezgian	Lezgic	East Caucasian		Lezgian									Ashakent	lezg1247	#00cc00	#00cc66	07.02.2021
1683	Rugun	Ругун	41,595917	47,995977	Lezgian	Lezgic	East Caucasian		Lezgian									Rugun	lezg1247	#00cc00	#00cc66	07.02.2021
1684	Kakhtsug	Кахцуг	41,59957	48,06005	Lezgian	Lezgic	East Caucasian		Lezgian									Kakhtsug	lezg1247	#00cc00	#00cc66	07.02.2021
1685	Butkent	Буткент	41,60008	48,17998	Lezgian	Lezgic	East Caucasian		Lezgian									Butkent	lezg1247	#00cc00	#00cc66	07.02.2021
1686	Kukvaz	Кукваз	41,60103	47,70543	Lezgian	Lezgic	East Caucasian		Lezgian									Kukvaz	lezg1247	#00cc00	#00cc66	07.02.2021
1687	Sarag	Сараг	41,60273	48,0164	Lezgian	Lezgic	East Caucasian		Lezgian									Sarag	lezg1247	#00cc00	#00cc66	07.02.2021
1688	Ullugatag	Уллугатаг	41,6031	48,1256	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский							Ullugatag	lezg1247	#00cc00	#00cc66	07.02.2021
73	Aşağı Tala	Ашагы Тала	41,603333	46,639444	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Aşağı Tala	avar1256	#009999	#009999	07.02.2021
1845	Amsar	Амсар	41,60348	47,33116	Rutul	Lezgic	East Caucasian		Rutul	Mukhad	Мухадский							Amsar	rutu1240	#009900	#00cc66	07.02.2021
1689	Shikhikent	Шихикент	41,604121	48,165102	Lezgian	Lezgic	East Caucasian		Lezgian									Shikhikent	lezg1247	#00cc00	#00cc66	07.02.2021
74	Abaəli	Абаали	41,604701	46,5362941	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Abaəli	avar1256	#009999	#009999	07.02.2021
75	Paşan	Пашан	41,606389	46,481389	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Paşan	avar1256	#009999	#009999	07.02.2021
76	Dardoqqaz	Дардокказ	41,6096771	46,5362028	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Dardoqqaz	avar1256	#009999	#009999	07.02.2021
1846	Luchek	Лучек	41,60988	47,307307	Rutul	Lezgic	East Caucasian		Rutul	Luchek	Лучекский							Luchek	rutu1240	#009900	#00cc66	07.02.2021
77	Çökəkoba	Чокекоба	41,611111	46,645833	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Çökəkoba	avar1256	#009999	#009999	07.02.2021
1690	Ispik	Испик	41,61489	48,19118	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Gyuney	Гюнейский					Ispik	lezg1247	#00cc00	#00cc66	07.02.2021
78	Uzuntala	Узунтала	41,615556	46,451667	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Uzuntala	avar1256	#009999	#009999	07.02.2021
1691	Ashar	Ашар	41,615664	47,663417	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский							Ashar	lezg1247	#00cc00	#00cc66	07.02.2021
79	Zaqatala	Загатала	41,615991	46,60675	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Zaqatala	avar1256	#009999	#009999	07.02.2021
80	Göyəm	Гёйм	41,6163962	46,5834152	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Göyəm	avar1256	#009999	#009999	07.02.2021
1847	Kina	Кина	41,6166	47,2647	Rutul	Lezgic	East Caucasian		Rutul	Mukhad	Мухадский							Kina	rutu1240	#009900	#00cc66	07.02.2021
81	Sumaylı	Сумайлы	41,6172706	46,5632128	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Sumaylı	avar1256	#009999	#009999	07.02.2021
1692	Magaramkent	Магарамкент	41,6186	48,3514	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Gyuney	Гюнейский					Magaramkent	lezg1247	#00cc00	#00cc66	07.02.2021
1848	Shinaz	Шиназ	41,618658	47,375666	Rutul	Lezgic	East Caucasian		Rutul	Shinaz	Шиназский							Shinaz	rutu1240	#009900	#00cc66	07.02.2021
2045	Standard Rutul		41,61866	47,32436	Rutul	Lezgic	East Caucasian	Standard Rutul	Rutul	#00cc66									rutu1240	#009900	#00cc66	07.02.2021
1693	Khpedzh	Хпедж	41,62212	47,72586	Lezgian	Lezgic	East Caucasian		Lezgian									Khpedzh	lezg1247	#00cc00	#00cc66	07.02.2021
82	Tuyurbina	Туюрбина	41,62333	46,55694	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Tuyurbina	avar1256	#009999	#009999	07.02.2021
83	Yuxarı Tala	Юхан Тала	41,623333	46,660556	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Yuxarı Tala	avar1256	#009999	#009999	07.02.2021
1694	Yukhari-Kartas	Юхари-Картас	41,62364	48,10125	Lezgian	Lezgic	East Caucasian		Lezgian									Yukhari-Kartas	lezg1247	#00cc00	#00cc66	07.02.2021
1962	'Gel''mets'	Гельмец	41,62466	47,17889	Tsakhur	Lezgic	East Caucasian		Tsakhur	'Gel''mets-Mikik'	Гельмецко-микикский	'Gel''mets'	Гельмецкий					'Gel''mets'	tsak1249	#669900	#00cc66	07.02.2021
1695	Asalikent	Асаликент	41,6298	48,16777	Lezgian	Lezgic	East Caucasian		Lezgian									Asalikent	lezg1247	#00cc00	#00cc66	07.02.2021
1696	'Sal''yan'	Сальян	41,63006	48,19895	Lezgian	Lezgic	East Caucasian		Lezgian									'Sal''yan'	lezg1247	#00cc00	#00cc66	07.02.2021
84	Biçiqarbinə	Бичекарбине	41,631667	46,363056	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Biçiqarbinə	avar1256	#009999	#009999	07.02.2021
1697	Ashagakartas	Ашагакартас	41,63177	48,1193	Lezgian	Lezgic	East Caucasian		Lezgian									Ashagakartas	lezg1247	#00cc00	#00cc66	07.02.2021
85	Mollaçibinə	Малачилбине	41,633333	46,45	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Mollaçibinə	avar1256	#009999	#009999	07.02.2021
1698	Novyy Ispik	Новый Испик	41,63566	48,18933	Lezgian	Lezgic	East Caucasian		Lezgian									Novyy Ispik	lezg1247	#00cc00	#00cc66	07.02.2021
86	Püştətala	Пуштетала	41,637222	46,409167	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Püştətala	avar1256	#009999	#009999	07.02.2021
1963	Mikik	Микик	41,63753	47,16822	Tsakhur	Lezgic	East Caucasian		Tsakhur	'Gel''mets-Mikik'	Гельмецко-микикский	Mikik	Микикский					Mikikh	tsak1249	#669900	#00cc66	07.02.2021
87	Beretbinə	Беретбине	41,638056	46,477222	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Beretbinə	avar1256	#009999	#009999	07.02.2021
88	Mazımqarışan	Мазымкарышан	41,638889	46,263056	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Mazımqarışan	avar1256	#009999	#009999	07.02.2021
89	Kebeloba	Кебелоба	41,6410078	46,6324353	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Kebeloba	avar1256	#009999	#009999	07.02.2021
592	Beretbinə	Беретбинь	41,6415	46,4875057	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Beretbinə	avar1256	#009999	#009999	07.02.2021
90	Zilban	Зилбан	41,6450246	46,6569721	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Zilban	avar1256	#009999	#009999	07.02.2021
1849	Vrush	Вруш	41,646787	47,310094	Rutul	Lezgic	East Caucasian		Rutul									Vrush	rutu1240	#009900	#00cc66	07.02.2021
91	Roçəhməd	Рочахмед	41,648333	46,386944	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Roçəhməd	avar1256	#009999	#009999	07.02.2021
1964	Khnyakh	Хнях	41,648441	47,153831	Tsakhur	Lezgic	East Caucasian		Tsakhur									Khnyakh	tsak1249	#669900	#00cc66	07.02.2021
1965	Syugut	Сюгут	41,64944	47,11833	Tsakhur	Lezgic	East Caucasian		Tsakhur	Tsakh	Цахский	Tsakhur-Kum	Цахур-кумский					Syugut	tsak1249	#669900	#00cc66	07.02.2021
1966	Tsakhur	Цахур	41,651115	47,135943	Tsakhur	Lezgic	East Caucasian		Tsakhur									Tsakhur	tsak1249	#669900	#00cc66	07.02.2021
594	Kikakoba	Кикакоба	41,65315	46,656482	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Kikakoba	avar1256	#009999	#009999	07.02.2021
1699	Shimikhyur	Шимихюр	41,6539	47,6994	Lezgian	Lezgic	East Caucasian		Lezgian									Shimikhyur	lezg1247	#00cc00	#00cc66	07.02.2021
1850	Dzhilikhur	Джилихур	41,65545	47,26768	Rutul	Lezgic	East Caucasian		Rutul	Myukhrek	Мюхрекский							Dzhilikhur	rutu1240	#009900	#00cc66	07.02.2021
1700	Tselyagyun	Целягюн	41,6569	48,2889	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Gyuney	Гюнейский					Tselyagyun	lezg1247	#00cc00	#00cc66	07.02.2021
92	Katex	Катех	41,6570438	46,4771274	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Katex	avar1256	#009999	#009999	07.02.2021
1967	Muslakh	Муслах	41,65889	47,11185	Tsakhur	Lezgic	East Caucasian		Tsakhur									Muslakh	tsak1249	#669900	#00cc66	07.02.2021
1701	'Gel''khen'	Гельхен	41,659002	47,602833	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	'Gel''khen'	Гельхенский					'Gel''khen'	lezg1247	#00cc00	#00cc66	07.02.2021
93	Mazıx	Мазих	41,6607203	46,5466254	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Mazıx	avar1256	#009999	#009999	07.02.2021
22	Akhvakh-Dere	Ахвах-дере	41,6624507	46,6360615	Akhvakh	Andic	East Caucasian		Akhvakh	Northern Akhvakh	Северноахвахский							Axaxdərə	akhv1239	#9900ff	#9900ff	07.02.2021
94	Car	Джар	41,6630304	46,6411466	Avar	Avar	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	Закатальский					Car	avar1256	#009999	#009999	07.02.2021
1968	Mishlesh	Мишлеш	41,6649	47,089775	Tsakhur	Lezgic	East Caucasian		Tsakhur	Tsakh	Цахский							Mislesh	tsak1249	#669900	#00cc66	07.02.2021
1851	Tsudik	Цудик	41,66611	47,28056	Rutul	Lezgic	East Caucasian		Rutul	Myukhrek	Мюхрекский							Tsudik	rutu1240	#009900	#00cc66	07.02.2021
